1995 SECTION,1995 TITLE,1995 LEVEL,2004 SECTION,2004 TITLE,2004 LEVEL
10750,TELEPHONE SPECIALTIES,2,10 17 00,Telephone Specialties,2
10800,"TOILET, BATH, AND LAUNDRY ACCESSORIES",2,10 28 00,"Toilet, Bath, and Laundry Accessories",2
10810,Commercial Toilet Accessories,4,10 28 13.13,Commercial Toilet Accessories,4
10810,Detention Toilet Accessories,4,10 28 13.63,Detention Toilet Accessories,4
10810,Hospital Toilet Accessories,4,10 28 13.19,Healthcare Toilet Accessories,4
10810,Toilet Accessories,3,10 28 13,Toilet Accessories,3
10820,Bath Accessories,3,10 28 16,Bath Accessories,3
10820,Residential Bath Accessories,4,10 28 16.13,Residential Bath Accessories,4
10820,Shower and Tub Doors,4,10 28 19,Tub and Shower Doors,3
10830,Built-In Ironing Boards,4,10 28 23.13,Built-In Ironing Boards,4
10830,Clothes Drying Racks,4,10 28 23.16,Clothes Drying Racks,4
10830,Laundry Specialties,3,10 28 23,Laundry Accessories,3
10880,SCALES,2,10 88 00,Scales,2
10900,Hat and Coat Racks,4,10 57 13,Hat and Coat Racks,3
10900,WARDROBE AND CLOSET SPECIALTIES,2,10 57 00,Wardrobe and Closet Specialties,2
11000,EQUIPMENT,1,11 00 00,Equipment,2
11010,Floor and Wall Cleaning Equipment,4,11 24 13,Floor and Wall Cleaning Equipment,3
11010,Housekeeping Carts,4,11 24 16,Housekeeping Carts,3
11010,MAINTENANCE EQUIPMENT,2,11 24 00,Maintenance Equipment,2
11010,Vacuum Cleaning Systems,4,11 24 19,Vacuum Cleaning Systems,3
11010,Window Washing Systems,4,11 24 23,Window Washing Systems,3
11020,Safe Deposit Boxes,4,11 16 13,Safe Deposit Boxes,3
11020,Safes,4,11 16 16,Safes,3
11020,SECURITY AND VAULT EQUIPMENT,2,11 16 00,Vault Equipment,2
11020,Vault Doors and Day Gates,4,08 34 59,Vault Doors and Day Gates,3
11030,Automatic Banking Systems,4,11 17 16,Automatic Banking Systems,3
11030,Money Cart Pass-Through,4,11 17 33,Money Cart Pass-Through,3
11030,Package Transfer Units,4,11 17 36,Package Transfer Units,3
11030,Service and Teller Window Units,4,08 56 59,Service and Teller Window Units,3
11030,TELLER AND SERVICE EQUIPMENT,2,11 17 00,Teller and Service Equipment,2
11030,Teller Equipment Systems,4,11 17 13,Teller Equipment Systems,3
11040,Baptistries,4,11 91 13,Baptisteries,3
11040,Chancel Fittings,4,11 91 00,Religious Equipment,2
11040,ECCLESIASTICAL EQUIPMENT,2,11 91 00,Religious Equipment,2
11050,Automated Book Storage and Retrieval Systems,4,11 51 13,Automated Book Storage and Retrieval Systems,3
11050,Book Depositories,4,11 51 16,Book Depositories,3
11050,Book Theft Protection Equipment,4,11 51 19,Book Theft Protection Equipment,3
11050,LIBRARY EQUIPMENT,2,11 51 00,Library Equipment,2
11050,Library Stack Systems,4,11 51 23,Library Stack Systems,3
11060,Acoustical Shells,4,11 61 13,Acoustical Shells,3
11060,Folding and Portable Stages,4,11 61 23,Folding and Portable Stages,3
11060,Rigging Systems and Controls,4,11 61 33,Rigging Systems and Controls,3
11060,Stage Curtains,4,11 61 43,Stage Curtains,3
11060,THEATER AND STAGE EQUIPMENT,2,11 61 00,Theater and Stage Equipment,2
11070,Bells,4,11 62 19,Organs,3
11070,Carillons,4,11 62 16,Carillons,3
11070,INSTRUMENTAL EQUIPMENT,2,11 62 00,Musical Equipment,2
11070,Organs,4,11 62 13,Bells,3
11080,REGISTRATION EQUIPMENT,2,11 21 13,Cash Registers and Checking Equipment,3
11090,CHECKROOM EQUIPMENT,2,11 21 33,Checkroom Equipment,3
11100,Barber and Beauty Shop Equipment,4,11 21 53,Barber and Beauty Shop Equipment,3
11100,Cash Registers and Checking Equipment,4,11 21 13,Cash Registers and Checking Equipment,3
11100,Display Cases,4,10 12 00,Display Cases,2
11100,Food Processing Equipment,4,11 21 00,Mercantile and Service Equipment,2
11100,Food Weighing and Wrapping Equipment,4,11 21 43,Weighing and Wrapping Equipment,3
11100,MERCANTILE EQUIPMENT,2,11 21 00,Mercantile and Service Equipment,2
11110,COMMERCIAL LAUNDRY AND DRY CLEANING EQUIPMENT,2,11 23 00,Commercial Laundry and Dry Cleaning Equipment,2
11110,Dry Cleaning Equipment,4,11 23 13,Dry Cleaning Equipment,3
11110,Drying and Conditioning Equipment,4,11 23 16,Drying and Conditioning Equipment,3
11110,Finishing Equipment,4,11 23 19,Finishing Equipment,3
11110,Ironing Equipment,4,11 23 23,Commercial Ironing Equipment,3
11110,Washers and Extractors,4,11 23 26,Commercial Washers and Extractors,3
11120,Money-Changing Machines,4,11 14 16.19,Money-Changing Machines,4
11120,VENDING EQUIPMENT,2,11 21 23,Vending Equipment,3
11120,Vending Machines,4,11 21 23.13,Vending Machines,4
11130,AUDIO-VISUAL EQUIPMENT,2,11 52 00,Audio-Visual Equipment,2
11130,Learning Laboratories,4,11 52 00,Audio-Visual Equipment,2
11130,Projection Screens,4,11 52 13,Projection Screens,3
11130,Projectors,4,11 52 16,Projectors,3
11140,Compressed Air Equipment,4,11 11 13,Compressed-Air Vehicle Service Equipment,3
11140,Fuel Dispensing Equipment,4,23 12 16,Facility Gasoline Dispensing Pumps,3
11140,Lubrication Equipment,4,11 11 19,Vehicle Lubrication Equipment,3
11140,Tire Changing Equipment,4,11 11 23,Tire-Changing Equipment,3
11140,VEHICLE SERVICE EQUIPMENT,2,11 11 00,Vehicle Service Equipment,2
11140,Vehicle Washing Equipment,4,11 11 26,Vehicle-Washing Equipment,3
11150,Coin Machine Units,4,11 12 26.13,Parking Fee Coin Collection Equipment,4
11150,Key and Card Control Units,4,11 12 13,Parking Key and Card Control Units,3
11150,PARKING CONTROL EQUIPMENT,2,11 12 00,Parking Control Equipment,2
11150,Parking Gates,4,11 12 33,Parking Gates,3
11150,Ticket Dispensers,4,11 12 16,Parking Ticket Dispensers,3
11160,Dock Bumpers,4,11 13 13,Loading Dock Bumpers,3
11160,Dock Levelers,4,11 13 19.13,Loading Dock Levelers,4
11160,Dock Lifts,4,11 13 19.23,Stationary Loading Dock Lifts,4
11160,LOADING DOCK EQUIPMENT,2,11 13 00,Loading Dock Equipment,2
11160,"Portable Ramps, Bridges, and Platforms",4,11 13 23,Portable Dock Equipment,3
11160,Seals and Shelters,4,11 13 16,Loading Dock Seals and Shelters,3
11160,Truck Restraints,4,11 13 19.33,Loading Dock Truck Restraints,4
11170,Bins,4,11 82 13,Solid Waste Bins,3
11170,Bins,4,44 51 26,Solid Waste Containers,3
11170,Chutes and Collectors,4,14 91 82,Trash Chutes,3
11170,Packaged Incinerators,4,11 82 19,Packaged Incinerators,3
11170,Pneumatic Waste Equipment,4,44 51 00,Solid Waste Control Equipment,2
11170,Pulping Machines,4,44 51 00,Solid Waste Control Equipment,2
11170,Recycling Equipment,4,11 82 23,Recycling Equipment,3
11170,SOLID WASTE HANDLING EQUIPMENT,2,11 82 00,Solid Waste Handling Equipment,2
11170,Waste Compactors and Destructors,4,11 82 26,Waste Compactors and Destructors,3
11170,Waste Compactors and Destructors,4,44 51 13,Solid Waste Compactors,3
11190,DETENTION EQUIPMENT,2,11 19 00,Detention Equipment,2
11200,WATER SUPPLY AND TREATMENT EQUIPMENT,2,44 40 00,Water Treatment Equipment,2
11210,Supply and Treatment Pumps,3,33 12 23,Water Utility Pumping Stations,3
11210,Supply and Treatment Pumps,3,44 42 56,Water Treatment Pumps,3
11220,Mixers and Flocculators,3,44 44 36,Water Flocculators,3
11225,Clarifiers,3,44 42 23,Water Treatment Clarifiers,3
11230,Water Aeration Equipment,3,44 42 13,Aeration Water Treatment Equipment,3
11240,Chemical Feed Equipment,3,44 44 13,Water Treatment Chemical Feed Equipment,3
11240,Coagulant Feed Equipment,4,44 44 19,Water Coagulators,3
11250,Base-Exchange or Zeolite Equipment,4,44 44 00,Water Treatment Chemical Systems Equipment,2
11250,Lime Soda Process Equipment,4,44 44 13,Water Treatment Chemical Feed Equipment,3
11250,Water Softening Equipment,3,44 44 13,Water Treatment Chemical Feed Equipment,3
11260,Chlorination Equipment,4,44 44 16,Water Chlorinators,3
11260,Disinfectant Feed Equipment,3,44 44 13,Water Treatment Chemical Feed Equipment,3
11260,pH Equipment,4,44 44 59,Water pH Adjustment Equipment,3
11270,Fluoridation Equipment,3,44 44 39,Water Fluoridation Equipment,3
11280,HYDRAULIC GATES AND VALVES,2,35 20 16,Hydraulic Gates,3
11280,HYDRAULIC GATES AND VALVES,2,35 20 19,Hydraulic Valves,3
11285,Bulkhead Gates,4,35 20 16.19,Hydraulic Head Gates,4
11285,High-Pressure Gates,4,35 20 16,Hydraulic Gates,3
11285,Hinged-Leaf Gates,4,35 20 16,Hydraulic Gates,3
11285,Hydraulic Gates,3,35 20 16,Hydraulic Gates,3
11285,Radial Gates,4,35 20 16,Hydraulic Gates,3
11285,Slide Gates,4,35 20 16,Hydraulic Gates,3
11285,Sluice Gates,4,35 20 16.26,Hydraulic Sluice Gates,4
11285,Spillway Crest Gates,4,35 20 16.13,Hydraulic Spillway Crest Gates,4
11285,Vertical-Lift Gates,4,35 20 16.53,Hydraulic Vertical Lift Gates,4
11295,Butterfly Valves,4,35 20 19.13,Hydraulic Butterfly Valves,4
11295,Hydraulic Valves,3,35 20 19,Hydraulic Valves,3
11295,Regulating Valves,4,35 20 19.23,Hydraulic Regulating Valves,4
11300,FLUID WASTE TREATMENT AND DISPOSAL EQUIPMENT,2,44 40 00,Water Treatment Equipment,2
11310,Oil-Water Separators,4,44 42 53,Water Treatment Oil/Water Separators,3
11310,Packaged Pump Stations,4,43 21 00,Liquid Pumps,2
11310,Sewage and Sludge Pumps,3,43 21 00,Liquid Pumps,2
11310,Sewage Ejectors,4,43 21 00,Liquid Pumps,2
11320,Grit Collecting Equipment,3,44 42 39,Water Treatment Grit Collectors,3
11330,Screening and Grinding Equipment,3,44 42 00,General Water Treatment Equipment,2
11335,Sedimentation Tank Equipment,3,44 42 63,Water Treatment Sediment Removal Equipment,3
11340,Scum Removal Equipment,3,44 42 00,General Water Treatment Equipment,2
11345,Chemical Equipment,3,44 44 00,Water Treatment Chemical Systems Equipment,2
11350,Sludge Handling and Treatment Equipment,3,44 46 00,Sludge Treatment and Handling Equipment for Water Treatment Systems,2
11360,Filter Press Equipment,3,44 43 23,Water Filter Presses,3
11365,Trickling Filter Equipment,3,44 43 00,Water Filtration Equipment,2
11370,Compressors,3,43 12 00,Gas Compressors,2
11375,Aeration Equipment,3,44 42 13,Aeration Water Treatment Equipment,3
11380,Sludge Digestion Equipment,3,44 46 19,Sludge Digesters,3
11385,Digester Mixing Equipment,3,44 46 19,Sludge Digesters,3
11390,Package Sewage Treatment Plants,3,44 41 13,Packaged Water Treatment Plants,3
11400,FOOD SERVICE EQUIPMENT,2,11 40 00,Foodservice Equipment,2
11405,Food Storage Equipment,3,11 41 00,Food Storage Equipment,2
11410,Food Preparation Equipment,3,11 42 00,Food Preparation Equipment,2
11415,Food Delivery Carts and Conveyors,3,11 43 00,Food Delivery Carts and Conveyors,2
11420,Food Cooking Equipment,3,11 44 00,Food Cooking Equipment,2
11425,Hood and Ventilation Equipment,3,23 38 13,Commercial-Kitchen Hoods,3
11425,Surface Fire Suppression Equipment,4,23 38 13.13,Listed Commercial-Kitchen Hoods,4
11430,Bar Equipment,4,11 46 13,Bar Equipment,3
11430,Food Dispensing Equipment,3,11 46 00,Food Dispensing Equipment,2
11430,Service Line Equipment,4,11 46 16,Service Line Equipment,3
11430,Soda Fountain Equipment,4,11 46 19,Soda Fountain Equipment,3
11435,Ice Machines,3,11 47 00,Ice Machines,2
11440,Cleaning and Disposal Equipment,3,11 48 00,Cleaning and Disposal Equipment,2
11450,Residential Appliances,4,11 31 00,Residential Appliances,2
11450,RESIDENTIAL EQUIPMENT,2,11 30 00,Residential Equipment,2
11450,Residential Kitchen Equipment,4,11 31 13,Residential Kitchen Appliances,3
11450,Retractable Stairs,4,11 33 00,Retractable Stairs,2
11460,UNIT KITCHENS,2,11 26 00,Unit Kitchens,2
11470,DARKROOM EQUIPMENT,2,11 27 00,Photographic Processing Equipment,2
11470,Darkroom Processing Equipment,4,11 27 13,Darkroom Processing Equipment,3
11470,Revolving Darkroom Doors,4,08 34 36,Darkroom Doors,3
11470,Transfer Cabinets,4,11 27 16,Film Transfer Cabinets,3
11480,"ATHLETIC, RECREATIONAL, AND THERAPEUTIC EQUIPMENT",2,11 65 00,Athletic and Recreational Equipment,2
11480,"ATHLETIC, RECREATIONAL, AND THERAPEUTIC EQUIPMENT",2,11 79 00,Therapy Equipment,2
11480,Backstops,4,11 66 23.13,Basketball Equipment,4
11480,Backstops,4,11 68 23.13,Exterior Basketball Equipment,4
11480,Bowling Alley Equipment,4,11 67 13,Bowling Alley Equipment,3
11480,Exercise Equipment,4,11 66 13,Exercise Equipment,3
11480,Gymnasium Dividers,4,11 66 53,Gymnasium Dividers,3
11480,Gymnasium Equipment,4,11 66 23,Gymnasium Equipment,3
11480,Scoreboards,4,11 66 43,Interior Scoreboards,3
11480,Scoreboards,4,11 68 43,Exterior Scoreboards,3
11480,Shooting Range Equipment,4,11 67 23,Shooting Range Equipment,3
11480,Therapeutic Equipment,4,11 79 00,Therapy Equipment,2
11500,INDUSTRIAL AND PROCESS EQUIPMENT,2,11 57 00,Vocational Shop Equipment,2
11500,INDUSTRIAL AND PROCESS EQUIPMENT,2,41 00 00,Material Processing and Handling Equipment (Division),1
11500,INDUSTRIAL AND PROCESS EQUIPMENT,2,42 00 00,"Process Heating, Cooling, and Drying Equipment (Division)",1
11500,INDUSTRIAL AND PROCESS EQUIPMENT,2,43 00 00,"Process Gas and Liquid Handling, Purification, and Storage Equipment (Division)",1
11500,INDUSTRIAL AND PROCESS EQUIPMENT,2,45 00 00,Industry-Specific Manufacturing Equipment (Division),1
11600,LABORATORY EQUIPMENT,2,11 53 00,Laboratory Equipment,2
11650,PLANETARIUM EQUIPMENT,2,11 55 00,Planetarium Equipment,2
11660,OBSERVATORY EQUIPMENT,2,11 56 00,Observatory Equipment,2
11680,OFFICE EQUIPMENT,2,11 28 00,Office Equipment,2
11700,MEDICAL EQUIPMENT,2,11 70 00,Healthcare Equipment,2
11710,Medical Sterilizing Equipment,3,11 71 00,Medical Sterilizing Equipment,2
11720,Examination and Treatment Equipment,3,11 72 00,Examination and Treatment Equipment,2
11730,Patient Care Equipment,3,11 73 00,Patient Care Equipment,2
11740,Dental Equipment,3,11 74 00,Dental Equipment,2
11750,Optical Equipment,3,11 75 00,Optical Equipment,2
11760,Operating Room Equipment,3,11 76 00,Operating Room Equipment,2
11770,Radiology Equipment,3,11 77 00,Radiology Equipment,2
11780,MORTUARY EQUIPMENT,2,11 78 00,Mortuary Equipment,2
11850,NAVIGATION EQUIPMENT,2,35 12 33,Marine Navigation Equipment,3
11870,AGRICULTURAL EQUIPMENT,2,11 92 00,Agricultural Equipment,2
11900,EXHIBIT EQUIPMENT,2,11 59 00,Exhibit Equipment,2
12000,FURNISHINGS,1,12 00 00,Furnishings,1
12050,FABRICS,2,12 05 13,Fabrics,3
12100,ART,2,12 10 00,Art,2
12110,Commissioned Paintings,4,12 12 13,Commissioned Paintings,3
12110,Faux Finishes,4,09 94 16,Faux Finishing,3
12110,Murals,3,12 11 00,Murals,2
12110,Photo Murals,4,12 11 13,Photo Murals,3
12120,Wall Decorations,3,12 12 00,Wall Decorations,2
12140,Sculptures,3,12 14 00,Sculptures,2
12170,Art Glass,3,12 17 00,Art Glass,2
12170,Etched Glass,4,12 17 13,Etched Glass,3
12170,Stained Glass,4,12 17 16,Stained Glass,3
12190,Ecclesiastic Art,3,12 19 00,Religious Art,2
12300,MANUFACTURED CASEWORK,2,12 30 00,Casework,2
12310,Manufactured Metal Casework,3,12 31 00,Manufactured Metal Casework,2
12320,Manufactured Wood Casework,3,12 32 00,Manufactured Wood Casework,2
12320,Plastic Laminate-Faced Casework,4,12 32 16,Manufactured Plastic-Laminate-Clad Casework,3
12320,Wood Veneer-Faced Casework,4,12 32 13,Manufactured Wood-Veneer-Faced Casework,3
12350,Bank Casework,4,12 35 17,Bank Casework,3
12350,Dental Casework,4,12 35 70.74,Dental Casework,4
12350,Display Casework,4,12 35 59,Display Casework,3
12350,Dormitory Casework,4,12 35 30.43,Dormitory Casework,4
12350,Educational Facility Casework,4,12 35 50.13,Educational Casework,4
12350,Hospital Casework,4,12 35 70.13,Hospital Casework,4
12350,Kitchen Casework,4,12 35 30.13,Kitchen Casework,4
12350,Laboratory Casework,4,12 35 53,Laboratory Casework,3
12350,Library Casework,4,12 35 50.53,Library Casework,4
12350,Medical Casework,4,12 35 25,Hospitality Casework,3
12350,Nurse Station Casework,4,12 35 70.16,Nurse Station Casework,4
12350,Religious Casework,4,12 35 91,Religious Casework,3
12350,Residential Casework,4,12 35 30,Residential Casework,3
12350,Specialty Casework,3,12 35 00,Specialty Casework,2
12350,Study Carrels,4,12 35 50.56,Built-In Study Carrels,4
12400,FURNISHINGS AND ACCESSORIES,2,12 40 00,Furnishings and Accessories,2
12410,Desk Accessories,4,12 41 13,Desk Accessories,3
12410,Office Accessories,3,12 41 00,Office Accessories,2
12420,Chinaware,4,12 42 13,Ceramics,3
12420,Flatware,4,12 42 16,Flatware,3
12420,Glassware,4,12 42 23,Glassware,3
12420,Hollowware,4,12 42 19,Hollowware,3
12420,Napery,4,12 42 26.13,Napery,4
12420,Silverware,4,12 42 16.13,Silverware,4
12420,Table Accessories,3,12 42 00,Table Accessories,2
12420,Table Linens,4,12 42 26,Table Linens,3
12430,Desk Lamps,4,12 43 13.13,Desk Lamps,4
12430,Floor Lamps,4,12 43 13.19,Floor Lamps,4
12430,Portable Lamps,3,12 43 00,Portable Lamps,2
12430,Table Lamps,4,12 43 13.16,Table Lamps,4
12440,Bath Furnishings,3,12 44 00,Bath Furnishings,2
12440,Bath Linens,4,12 44 13,Bath Linens,3
12440,Bath Mats,4,12 44 13.13,Bath Mats,4
12440,Bath Towels,4,12 44 13.16,Bath Towels,4
12440,Shower Curtains,4,12 44 16,Shower Curtains,3
12450,Bed Linens,4,12 45 13,Bed Linens,3
12450,Bedroom Furnishings,3,12 45 00,Bedroom Furnishings,2
12450,Blankets,4,12 45 13.13,Blankets,4
12450,Comforters,4,12 45 13.16,Comforters,4
12450,Pillows,4,12 45 16,Pillows,3
12460,Ash Receptacles,4,12 46 13,Ash Receptacles,3
12460,Bowls,4,12 46 16,Bowls,3
12460,Clocks,4,12 46 19,Clocks,3
12460,Decorative Crafts,4,12 46 23,Decorative Crafts,3
12460,Furnishing Accessories,3,12 46 00,Furnishing Accessories,2
12460,Vases,4,12 46 29,Vases,3
12460,Waste Receptacles,4,12 46 33,Waste Receptacles,3
12480,Floor Mats,4,12 48 43,Floor Mats,3
12480,Rugs,4,12 48 53,Rugs,3
12480,Rugs and Mats,3,12 48 00,Rugs and Mats,2
12480,Runners,4,12 48 53.13,Runners,4
12490,Blinds,4,12 21 00,Window Blinds,2
12490,Curtains and Drapes,4,12 22 00,Curtains and Drapes,2
12490,Interior Shutters,4,12 23 00,Interior Shutters,2
12490,Shades,4,12 24 00,Window Shades,2
12490,Solar-Control Film,4,08 87 13,Solar Control Films,3
12490,Window Treatment Hardware,4,12 25 00,Window Treatment Operating Hardware,2
12490,Window Treatments,3,12 20 00,Window Treatments,2
12500,FURNITURE,2,12 50 00,Furniture,2
12510,Custom Office Furniture,4,12 51 83,Custom Office Furniture,3
12510,Office Case Goods,4,12 51 16,Case Goods,3
12510,Office Furniture,3,12 51 00,Office Furniture,2
12520,Chairs,4,12 52 13,Chairs,3
12520,Custom Upholstered Seating,4,12 52 19,Upholstered Seating,3
12520,Custom Upholstered Seating,4,12 52 83,Custom Seating,3
12520,Seating,3,12 52 00,Seating,2
12520,Upholstered Seating,4,12 52 19,Upholstered Seating,3
12540,Hospitality Furniture,3,12 54 00,Hospitality Furniture,2
12540,Hotel Furniture,4,12 54 13,Hotel and Motel Furniture,3
12540,Motel Furniture,4,12 54 13,Hotel and Motel Furniture,3
12540,Restaurant Furniture,4,12 54 16,Restaurant Furniture,3
12560,Book Shelves,4,12 56 51.13,Book Shelves,4
12560,Classroom Furniture,4,12 56 33,Classroom Furniture,3
12560,Dormitory Furniture,4,12 56 43,Dormitory Furniture,3
12560,Health Care Furniture,4,12 56 70,Healthcare Furniture,3
12560,Index Card File Cabinets,4,12 56 51.19,Index Card File Cabinets,4
12560,Institutional Furniture,3,12 56 00,Institutional Furniture,2
12560,Laboratory Furniture,4,12 56 53,Laboratory Furniture,3
12560,Library Furniture,4,12 56 51,Library Furniture,3
12560,Study Carrels,4,12 56 51.16,Study Carrels,4
12580,Residential Furniture,3,12 58 00,Residential Furniture,2
12600,MULTIPLE SEATING,2,12 60 00,Multiple Seating,2
